STATE_UT,DISTRICT,MURDER,ATTEMPT_TO_MURDER,CULPABLE_HOMICIDE_NOT_AMOUNTING_TO_MURDER,RAPE,CUSTODIAL_RAPE,OTHER_RAPE,KIDNAPPING___ABDUCTION,KIDNAPPING_AND_ABDUCTION_OF_WOMEN_AND_GIRLS,KIDNAPPING_AND_ABDUCTION_OF_OTHERS,DACOITY,PREPARATION_AND_ASSEMBLY_FOR_DACOITY,ROBBERY,BURGLARY,THEFT,AUTO_THEFT,OTHER_THEFT,RIOTS,CRIMINAL_BREACH_OF_TRUST,CHEATING,COUNTERFIETING,ARSON,HURT_GREVIOUS_HURT,DOWRY_DEATHS,ASSAULT_ON_WOMEN_WITH_INTENT_TO_OUTRAGE_HER_MODESTY,INSULT_TO_MODESTY_OF_WOMEN,CRUELTY_BY_HUSBAND_OR_HIS_RELATIVES,IMPORTATION_OF_GIRLS_FROM_FOREIGN_COUNTRIES,CAUSING_DEATH_BY_NEGLIGENCE,OTHER_IPC_CRIMES,TOTAL_IPC_CRIMES
33,259,944,900,183,255,0,255,882,637,245,99,10,1068,1294,18613,12125,6488,943,776,2415,40,18,407,211,392,395,882,0,2340,10133,43200
5,260,2022,1265,140,329,0,329,1063,628,435,860,93,1257,1735,6197,1638,4559,4381,385,1022,16,436,6399,615,209,0,589,8,2279,16935,48235
33,261,2227,2321,428,357,1,356,2340,1741,599,144,57,1117,2237,23938,16775,7163,1299,1568,3665,119,54,731,479,534,940,2922,0,4719,19741,71937
33,262,558,510,262,70,0,70,244,190,54,58,1,340,576,1251,473,778,794,184,537,52,52,1695,288,151,177,569,0,326,3170,11865
16,263,790,723,26,482,0,482,465,274,191,546,29,413,1140,3310,549,2761,2813,188,501,0,144,1060,438,495,58,579,5,1139,13877,29221
4,264,414,130,11,770,0,770,829,732,97,211,5,140,834,1804,308,1496,1288,53,390,21,149,1767,35,400,0,1923,4,902,5262,17342
16,265,587,544,20,521,0,521,410,182,228,100,7,154,588,1560,143,1417,1302,109,181,0,108,1849,68,131,0,397,0,110,10275,19021
4,266,735,251,35,613,0,613,1120,959,161,100,9,362,998,3025,385,2640,140,238,447,41,262,3772,12,500,0,1227,0,1442,3368,18697
32,267,18,8,0,26,0,26,16,14,2,2,0,5,28,132,38,94,29,5,12,1,7,321,4,34,0,157,0,0,342,1147
33,268,540,623,291,217,0,217,680,560,120,97,4,267,959,1851,657,1194,574,445,1502,18,47,2577,371,279,384,134,0,889,6009,18758
21,269,432,207,17,348,0,348,210,197,13,67,10,207,2278,4000,631,3369,495,135,386,44,291,4249,35,965,246,668,0,1327,7097,23714
5,270,923,1204,72,251,0,251,929,587,342,177,21,437,788,2213,529,1684,2552,337,997,1,138,3934,380,134,23,1169,0,1061,13769,31510
33,271,1109,890,425,379,0,379,1272,1109,163,56,7,550,1887,6641,4184,2457,1645,917,2140,110,39,3778,392,439,359,1535,0,3010,10022,37602
13,272,268,56,7,15,0,15,40,23,17,25,15,134,16,3976,696,3280,135,29,84,7,0,157,77,47,1358,2,0,192,5371,12011
32,272,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,1,0,2,0,0,3,0,0,0,0,0,0,5,21
7,273,38,23,3,19,0,19,16,14,2,3,0,51,79,2663,135,2528,23,4,17,6,3,141,4,35,6,13,0,12,848,4007
10,274,58,15,1,19,0,19,115,55,60,8,13,59,9,5309,225,5084,5,48,72,4,4,59,5,27,8,2,0,4,598,6442
17,275,1182,1202,29,306,1,305,588,431,157,113,65,677,2558,3444,1272,2172,5328,122,929,23,548,13278,95,1264,7,1534,0,184,23604,57080
16,276,1758,542,78,498,0,498,349,238,111,225,12,454,292,967,301,666,409,89,173,22,81,479,12,102,0,126,2,615,3077,10362
20,277,555,488,65,976,0,976,148,129,19,48,77,345,2533,3345,994,2351,1008,116,266,5,228,12060,102,2157,199,632,2,1670,19667,46692
2,278,75,3,0,3,0,3,10,6,4,15,0,31,0,2091,0,2091,4,4,19,66,2,75,5,19,13,11,0,32,754,3232
2,279,1775,1326,18,526,0,526,969,705,264,91,9,347,3509,13165,2582,10583,1204,598,4238,214,692,22209,234,2881,2252,5792,0,6110,28932,97091
2,280,150,109,5,69,0,69,100,65,35,6,0,62,416,2497,949,1548,23,63,803,14,33,2398,28,218,248,1327,0,690,2569,11828
28,281,278,279,136,225,0,225,264,208,56,9,16,24,596,969,359,610,0,122,681,14,16,1261,84,136,2,360,0,1542,3711,10725
13,282,933,591,64,407,0,407,729,521,208,200,380,922,5710,24520,18669,5851,1079,771,1767,39,117,2089,214,305,422,1356,0,206,21940,64761
4,283,698,468,173,682,0,682,2959,2238,721,253,78,1582,6701,18603,7182,11421,2037,1415,2273,154,218,6441,81,1098,0,1932,0,2459,26625,76930
20,284,1143,1744,209,816,0,816,833,617,216,100,115,2055,11163,18722,11464,7258,1771,436,1363,25,250,12847,347,1967,161,1852,0,2778,50509,111206
4,285,262,71,8,433,0,433,654,525,129,96,4,58,773,1157,66,1091,1841,125,234,26,242,616,36,235,4,779,0,279,4505,12438
14,286,76,49,14,68,0,68,120,105,15,0,0,4,504,491,119,372,344,83,201,3,114,2533,2,230,83,293,0,376,5566,11154
33,286,465,237,218,138,0,138,233,185,48,16,0,101,279,645,118,527,168,199,220,5,25,463,174,282,59,190,0,491,2820,7428
4,287,9,0,0,3,0,3,16,12,4,0,0,3,19,36,3,33,3,9,1,0,3,21,0,2,0,3,0,9,13,150
15,288,189,387,19,66,0,66,296,269,27,3,0,29,240,432,20,412,413,23,86,5,68,38,0,579,61,12,0,33,1908,4887
29,289,611,971,11,592,0,592,469,363,106,8,15,114,1286,3092,790,2302,221,174,5121,13,123,5339,184,888,3,3529,1,1393,19428,43586
20,290,209,202,0,363,0,363,87,72,15,8,3,123,817,1319,553,766,171,25,84,0,44,4438,65,520,91,190,0,194,4959,13912
33,291,1151,810,358,409,0,409,847,760,87,39,3,259,596,2280,488,1792,378,372,754,6,74,3663,452,676,359,821,0,2218,10801,27326
34,292,789,722,99,343,0,343,823,598,225,109,14,645,950,5810,2401,3409,1389,528,1665,64,74,4355,159,365,605,1251,0,1911,4071,26741
17,293,755,746,24,209,0,209,266,150,116,101,16,560,2747,4009,1538,2471,2328,120,747,19,143,15135,123,965,2,1213,3,0,27310,57541
33,294,759,813,158,244,0,244,713,502,211,208,11,585,641,2501,909,1592,948,457,765,14,27,1764,267,496,195,1257,0,1179,6340,20342
17,295,283,218,22,75,0,75,166,40,126,58,3,97,905,1358,449,909,2787,116,388,19,0,3363,30,540,0,445,0,927,13328,25128
16,296,958,671,88,550,0,550,586,458,128,625,94,706,1314,5381,1267,4114,2733,195,1108,16,162,2779,394,360,0,662,0,580,11994,31956
12,297,475,148,16,141,0,141,491,470,21,199,3,210,1732,2688,935,1753,665,601,489,118,454,3171,7,436,11,2305,0,2885,39378,56623
21,298,430,296,12,175,0,175,127,101,26,83,18,391,1136,2200,353,1847,1381,87,396,8,302,5277,40,465,70,1223,0,996,5493,20606
13,299,708,660,39,287,0,287,586,422,164,44,172,353,3062,7428,4623,2805,577,256,1711,22,142,4036,197,338,110,2117,0,49,15352,38246
35,300,1115,438,349,574,0,574,793,715,78,131,1034,356,335,7468,1524,5944,5065,196,1121,48,273,2375,188,457,10,7040,0,1940,15784,47090
20,301,582,627,290,745,0,745,260,219,41,20,34,452,2751,4138,1473,2665,373,89,352,8,149,5446,152,1498,205,778,0,300,22063,41312
28,302,483,468,54,325,0,325,316,222,94,52,53,169,1235,1827,517,1310,2,118,1628,27,84,3417,117,169,22,711,0,2164,3846,17287
35,303,666,144,171,419,0,419,913,775,138,144,387,256,259,6202,1647,4555,1828,286,1543,24,52,1898,226,695,61,5265,0,2830,20534,44803
35,304,201,27,72,110,0,110,392,300,92,34,496,176,76,4084,1207,2877,406,199,744,19,31,690,46,259,74,1458,0,556,8720,18870
35,305,123,110,19,10,0,10,55,33,22,25,258,64,1,5178,6,5172,85,14,125,11,1,80,4,60,4,5,1,8,1067,7308
2,306,1455,1563,65,712,0,712,1466,690,776,121,8,942,13435,56167,20950,35217,2432,1260,22504,311,433,47343,397,2088,1741,14055,2,5966,28465,202931
10,307,9,7,2,1,0,1,12,5,7,0,0,14,2,266,43,223,7,12,2016,3,1,14,0,14,5,1,0,4,310,2700
18,308,299,276,19,366,0,366,85,67,18,47,0,200,2000,2405,414,1991,3004,267,1287,17,146,16106,7,1668,149,1930,0,7,32504,62789
10,309,8,2,2,1,0,1,35,5,30,1,0,21,5,750,185,565,3,19,2782,6,0,6,0,36,6,2,0,40,1426,5151
22,310,177,534,3,47,0,47,278,187,91,0,373,5,65,608,364,244,77,30,123,3,113,390,0,65,0,32,0,0,1253,4176
22,311,232,933,7,81,0,81,431,264,167,2,270,13,187,2082,1587,495,141,109,279,26,120,678,2,118,1,52,0,4,2739,8507
22,312,140,168,6,25,0,25,107,73,34,2,0,4,41,169,82,87,83,13,170,10,60,249,0,18,0,2,0,0,909,2176
22,313,181,254,5,34,0,34,212,151,61,4,0,8,173,694,416,278,208,70,161,31,163,507,0,101,0,12,0,42,2286,5146
20,314,1339,1810,40,1255,0,1255,625,460,165,73,99,2326,11729,40882,25524,15358,1616,672,1788,59,507,20260,359,3535,860,3918,5,4657,105984,204398
20,315,35,20,11,22,0,22,7,7,0,2,1,70,24,2189,8,2181,13,2,23,0,0,86,3,52,7,2,0,0,1118,3687
33,316,811,531,137,290,0,290,469,397,72,68,21,334,477,1718,677,1041,559,208,833,23,19,877,165,297,390,762,0,1346,5330,15665
20,317,1008,1597,58,1285,0,1285,484,348,136,19,61,1174,6035,11348,5022,6326,1137,204,1312,40,240,35159,479,3086,852,1802,3,2451,49612,119446
20,318,34,18,12,22,0,22,10,8,2,6,23,171,49,3860,65,3795,20,10,21,1,1,86,4,68,16,1,0,2,1528,5963
26,319,321,232,27,259,0,259,333,274,59,123,18,458,929,1982,433,1549,308,92,333,1,135,1587,189,171,21,570,0,1937,7127,17153
7,320,777,432,13,743,0,743,163,139,24,101,12,192,1680,1648,560,1088,494,55,212,25,117,3897,18,553,25,210,0,1260,11816,24443
28,321,142,196,24,109,0,109,117,69,48,4,18,24,398,588,162,426,0,60,380,11,8,943,20,55,17,149,0,471,1710,5444
23,322,517,50,5,236,0,236,81,31,50,97,1,82,176,700,167,533,1,62,96,11,71,408,0,58,0,0,0,168,1001,3821
29,323,439,531,39,338,0,338,1167,956,211,26,21,320,4822,17441,7306,10135,8649,1154,7308,99,264,7996,172,1006,9,2526,0,4192,41008,99527
29,324,137,188,15,193,0,193,468,402,66,20,22,641,2448,16231,12031,4200,717,264,4300,27,45,271,60,310,4,1338,0,1452,15382,44533
29,325,121,187,3,171,0,171,443,424,19,10,7,208,819,5339,3285,2054,267,264,3992,6,21,2430,67,228,0,1410,0,804,8381,25178
29,326,415,219,21,260,0,260,672,541,131,35,16,166,1525,6379,2813,3566,468,203,5127,8,178,4001,103,573,15,1581,0,4104,27746,53815
29,327,122,137,10,120,0,120,387,317,70,7,19,368,1829,9535,6133,3402,343,1015,6077,23,30,1832,50,169,0,1342,0,1209,11124,35748
29,328,53,39,2,61,0,61,157,132,25,1,4,88,582,2075,1377,698,14,258,1804,1,14,467,10,43,0,465,0,549,3592,10279
29,329,81,31,2,45,0,45,113,67,46,2,0,40,646,1546,279,1267,198,35,680,8,81,1420,68,202,0,245,1,537,5450,11431
26,330,518,314,0,332,0,332,458,427,31,133,1,500,1287,2734,695,2039,616,141,354,6,167,6818,342,709,68,918,0,1908,6283,24607
28,331,639,912,120,365,0,365,793,594,199,30,117,155,2565,4527,1975,2552,1,128,3691,76,113,4711,112,321,7,1023,0,1983,8008,30397
28,332,95,122,10,68,0,68,71,59,12,22,21,64,305,418,127,291,0,11,302,3,26,578,7,58,7,115,0,335,805,3443
33,333,672,364,144,82,0,82,427,285,142,34,12,173,383,1256,519,737,239,213,403,17,45,101,364,326,204,419,0,1098,6984,13960
21,334,1007,636,27,485,0,485,338,266,72,272,28,566,2925,8571,1911,6660,2825,901,2505,66,251,8827,115,1233,404,4273,0,4233,15214,55702
21,335,594,417,17,193,0,193,182,133,49,166,51,623,2254,4531,1152,3379,2110,160,892,16,325,6936,271,687,109,3092,0,1707,7829,33162
29,336,269,240,9,134,0,134,398,308,90,7,1,74,968,1933,537,1396,209,151,1488,29,251,542,121,589,0,1239,0,1137,19270,29059
35,337,1345,798,504,1777,0,1777,1853,1536,317,132,115,477,507,13229,1671,11558,791,695,555,60,121,5558,123,1887,5,6745,0,2884,24018,64179
5,338,82,28,5,6,0,6,38,6,32,118,16,84,11,1584,91,1493,59,7,34,0,1,56,5,14,0,2,0,5,684,2839
15,339,284,878,71,290,0,290,735,693,42,15,0,42,2801,5503,2824,2679,1041,313,983,33,199,426,64,347,672,520,0,1395,26839,43451
12,340,467,269,15,192,0,192,377,312,65,57,13,270,2210,5136,2040,3096,761,435,351,84,151,4899,8,260,46,2806,0,25,34532,53364
16,341,1052,1321,112,606,0,606,682,444,238,171,26,511,1679,9364,3300,6064,1325,773,1251,22,155,4973,159,382,18,881,1,1220,10991,37675
16,342,66,3,2,11,0,11,26,19,7,48,1,86,71,1596,118,1478,39,6,35,2,1,76,3,24,0,6,0,9,812,2923
16,343,223,290,24,238,0,238,152,87,65,53,5,70,306,911,140,771,735,42,189,5,37,1059,64,122,2,258,0,131,2222,7138
5,344,826,1243,79,290,0,290,519,215,304,261,18,385,546,1432,156,1276,1822,98,425,2,225,4765,201,189,2,450,0,469,4427,18674
7,345,564,330,9,462,0,462,124,96,28,24,5,307,2557,3251,916,2335,1154,93,383,44,217,6806,133,1220,128,1126,0,1400,11656,31993
7,346,656,196,21,713,0,713,263,190,73,62,19,271,878,943,266,677,220,64,179,24,86,1222,16,554,36,186,0,710,5008,12327
33,347,557,695,328,175,0,175,582,505,77,38,10,370,737,1833,713,1120,684,335,1090,40,53,3581,459,263,269,866,0,1585,6409,20959
5,348,632,423,31,101,0,101,409,142,267,213,10,253,502,1698,246,1452,1410,112,341,11,80,1497,252,74,0,262,0,402,8719,17432
20,349,979,713,31,435,0,435,423,375,48,35,35,216,1132,1984,603,1381,378,44,91,0,392,6008,31,878,18,159,0,291,14751,29024
13,350,638,428,37,231,0,231,265,171,94,51,50,282,1485,3394,1873,1521,693,309,496,7,62,1614,178,269,278,1226,0,1893,5628,19514
29,351,500,945,47,661,0,661,858,629,229,20,96,278,1498,4658,1797,2861,1014,126,1503,15,467,10760,94,1978,50,3256,0,1306,12560,42690
33,352,675,341,262,141,0,141,454,337,117,15,14,245,677,2358,1261,1097,409,273,662,39,43,987,286,328,496,377,0,732,6872,16686
35,353,30,23,5,21,0,21,21,21,0,10,1,19,3,97,11,86,52,3,17,1,1,11,6,28,0,47,0,51,264,711
26,354,237,262,12,170,0,170,102,79,23,80,24,344,933,2248,625,1623,458,115,232,6,105,3228,33,568,53,251,0,1464,2999,13924
29,355,459,242,8,416,0,416,573,413,160,10,9,92,1477,3861,967,2894,951,162,3540,11,289,6135,170,570,0,2342,0,1816,23804,46937
13,356,483,335,92,302,0,302,298,206,92,23,78,238,1887,3720,2292,1428,1061,625,534,17,78,1719,166,197,213,835,0,34,7622,20557
29,357,203,432,11,135,0,135,419,302,117,7,2,186,1747,5218,2273,2945,553,324,2560,17,201,11653,75,580,19,1303,1,1227,6948,33821
29,358,117,319,16,128,0,128,314,246,68,5,2,133,1079,4662,3182,1480,72,124,3187,18,46,3366,66,238,10,1475,0,904,5450,21731
29,359,12,27,3,20,0,20,15,13,2,0,0,16,50,397,274,123,0,1,447,1,1,417,11,16,0,296,0,114,459,2303
29,360,177,201,5,172,0,172,231,182,49,12,0,74,655,1537,385,1152,61,54,1275,2,117,6650,112,281,0,692,0,1568,5583,19459
29,361,15,42,3,20,0,20,29,23,6,0,0,23,124,646,443,203,0,6,275,2,12,286,5,27,0,5,0,170,538,2228
4,362,506,159,40,476,0,476,670,509,161,42,0,248,1048,3104,631,2473,446,265,458,32,157,2818,9,516,0,1082,0,1133,4674,17883
12,363,536,268,0,142,0,142,663,571,92,98,0,457,2472,6275,2392,3883,1068,728,687,137,289,5924,47,519,92,4893,0,2380,31030,58705
17,364,167,215,12,64,0,64,104,63,41,12,5,104,780,1259,317,942,730,19,221,7,0,2930,57,181,2,246,0,184,3558,10857
3,365,41,25,0,17,0,17,17,15,2,6,0,4,55,58,2,56,4,17,13,0,5,73,0,3,0,2,0,17,150,507
7,366,176,134,17,268,0,268,65,51,14,5,1,55,879,993,169,824,316,23,154,5,64,4922,22,670,56,256,0,502,4170,13753
13,367,321,222,45,218,0,218,197,137,60,46,61,136,1569,2870,1518,1352,0,673,264,14,104,2422,112,188,0,1601,0,71,6555,17689
26,368,330,291,11,436,0,436,253,234,19,71,3,358,717,979,168,811,881,93,641,10,87,2346,81,744,91,500,0,600,5495,15018
3,369,52,9,1,25,0,25,46,29,17,16,0,48,149,201,15,186,22,15,27,1,1,419,0,49,0,3,0,28,369,1481
3,370,48,21,4,7,0,7,26,15,11,12,0,31,105,214,20,194,11,16,23,6,3,290,0,27,0,3,0,130,320,1297
4,371,450,216,101,614,0,614,1317,994,323,223,32,353,1526,3576,907,2669,1089,377,580,33,155,2308,39,498,0,1070,0,931,11365,26853
31,372,690,822,0,251,0,251,199,144,55,51,1,174,1568,4900,1083,3817,1068,5,454,80,135,5184,90,385,171,181,9,7024,52554,75996
26,373,308,157,5,368,0,368,265,235,30,31,1,171,644,822,83,739,1095,76,311,3,476,3871,46,1022,65,483,0,29,1188,11437
14,374,290,176,26,232,0,232,346,285,61,8,0,26,1549,1504,446,1058,1284,118,579,16,253,2637,9,505,74,614,0,71,16824,27141
7,375,487,375,5,314,0,314,102,71,31,167,3,123,697,689,154,535,319,23,94,8,152,514,19,325,25,153,0,678,6523,11795
33,376,625,517,174,92,0,92,558,464,94,29,0,144,331,982,309,673,264,271,485,15,48,301,256,310,106,822,0,1231,6449,14010
18,377,264,438,59,419,0,419,144,89,55,78,23,609,2687,2424,986,1438,9807,158,1657,36,640,13662,2,1400,140,3036,0,49,33649,71381
33,378,447,350,150,133,0,133,475,380,95,56,6,157,313,1133,164,969,604,241,423,10,50,2238,289,352,242,716,0,1174,4465,14024
33,379,1961,1490,440,492,0,492,2636,2142,494,197,29,1199,2849,13894,9412,4482,1945,2183,4427,225,99,5567,756,1083,2090,4341,0,4043,22257,74203
33,380,239,241,59,84,0,84,255,197,58,4,0,44,117,460,217,243,152,77,169,3,39,469,133,145,10,132,0,449,1522,4803
31,381,422,750,14,110,0,110,313,302,11,29,2,458,2110,3624,684,2940,38,71,1113,77,306,7242,49,239,725,719,0,3113,28248,49772
28,382,308,422,44,190,0,190,254,174,80,27,68,132,977,1738,505,1233,6,57,1834,31,32,2251,45,153,0,410,0,1168,3312,13459
27,383,26,30,5,12,0,12,18,15,3,0,1,6,119,473,233,240,209,7,56,2,25,1364,1,108,25,6,0,298,2500,5291
29,384,372,375,10,403,0,403,922,600,322,12,15,194,414,5426,2381,3045,320,148,1774,9,233,771,170,459,0,1370,0,1003,29350,43750
4,385,632,209,13,171,0,171,450,234,216,104,1,165,287,1497,271,1226,424,104,95,24,158,639,14,105,1,183,0,521,2357,8154
15,386,7,7,2,8,0,8,22,21,1,0,0,0,61,63,8,55,71,10,20,0,17,2,0,18,0,3,0,44,834,1189
4,387,423,222,4,397,0,397,586,478,108,122,3,80,890,1654,123,1531,1927,158,192,32,231,1247,88,89,0,1279,1,420,4920,14965
2,388,1674,1199,98,853,0,853,1534,1201,333,91,29,344,3258,7588,1339,6249,2011,541,5639,62,685,31334,594,3833,2324,7304,1,5474,20258,96728
13,389,513,445,61,562,0,562,425,241,184,76,106,278,2913,7706,4580,3126,558,193,1231,26,98,6442,194,363,124,2196,0,2856,8174,35540
31,390,282,242,3,68,0,68,278,253,25,20,0,192,532,2814,1068,1746,273,56,195,39,72,2953,25,174,52,209,0,2768,19129,30376
18,391,193,229,49,480,0,480,113,51,62,66,20,264,1750,1831,895,936,5829,135,2034,23,360,9271,6,944,87,1775,0,25,15626,41110
15,392,144,293,10,164,0,164,270,232,38,6,0,17,635,664,187,477,494,50,154,0,105,223,26,204,105,90,0,332,8666,12652
5,393,900,521,34,1089,0,1089,1143,747,396,238,27,330,647,2379,501,1878,2285,463,746,19,180,5675,219,131,7,540,4,869,11382,29828
5,394,124,14,5,17,0,17,76,33,43,82,11,134,95,2651,75,2576,113,17,123,3,3,171,6,31,0,11,0,17,1472,5176
20,395,462,333,30,536,0,536,109,75,34,10,17,220,1802,2345,1011,1334,296,61,367,10,103,12077,202,1525,147,726,0,1334,11204,33916
33,396,670,297,170,226,0,226,383,297,86,23,4,218,682,949,171,778,330,195,417,13,48,1388,258,343,95,610,0,1106,4753,13178
7,397,19,12,2,35,0,35,1,0,1,1,1,2,69,43,4,39,10,2,4,0,4,167,1,45,4,15,0,12,236,685
26,398,439,317,6,307,0,307,335,308,27,101,29,363,926,1243,289,954,280,43,203,9,152,739,351,178,187,463,0,289,8715,15675
26,399,993,836,79,627,0,627,438,391,47,161,16,667,1032,2808,648,2160,864,238,335,16,254,1778,191,1777,182,656,0,3477,8562,25987
5,400,683,865,33,172,0,172,550,208,342,114,26,287,210,1190,176,1014,2154,102,193,12,123,3824,157,112,0,211,1,918,7398,19335
2,401,1337,791,47,721,0,721,919,717,202,63,8,195,2717,6006,1482,4524,1667,374,2141,69,439,18111,218,2247,2525,4090,0,4980,19238,68903
20,402,401,457,5,717,0,717,197,174,23,43,21,192,3248,3697,1012,2685,545,98,246,4,133,691,91,2005,251,531,0,1039,26681,41293
28,403,227,250,37,111,0,111,155,92,63,20,37,56,685,1173,464,709,1,64,821,18,7,1397,42,57,0,254,0,1411,3092,9915
35,404,44,8,4,3,0,3,15,8,7,21,39,40,1,1326,3,1323,24,3,10,2,0,29,1,19,3,7,0,14,203,1816
20,405,513,471,78,668,0,668,162,145,17,36,49,222,2271,6350,1109,5241,740,185,345,2,151,4811,252,1857,276,518,1,1812,26432,48202
23,406,431,181,28,347,0,347,244,98,146,177,5,532,1092,2846,810,2036,17,178,648,26,190,422,13,180,2,108,0,291,2150,10108
23,407,174,81,7,159,0,159,38,12,26,141,0,83,123,329,33,296,5,17,37,5,21,89,0,49,0,0,0,8,614,1980
12,408,470,118,9,149,0,149,486,456,30,119,0,179,1397,3890,1115,2775,674,464,497,96,205,4269,0,361,0,1817,0,2774,35301,53275
33,409,1255,1218,394,516,0,516,1102,989,113,48,62,363,793,3477,1168,2309,664,341,879,29,73,4333,658,681,558,884,0,1528,11002,30858
32,410,12,4,0,10,0,10,5,3,2,0,0,1,18,33,7,26,13,3,9,0,7,131,3,22,0,36,0,0,116,423
16,411,529,73,14,50,0,50,76,29,47,36,5,97,26,242,43,199,106,28,29,1,9,120,3,12,1,15,5,305,346,2128
26,412,516,634,47,535,0,535,595,487,108,225,38,1381,3896,8442,3722,4720,786,249,1757,18,213,9204,196,706,90,1270,1,1442,14045,46286
14,413,36,6,1,63,0,63,31,29,2,1,0,2,311,114,7,107,146,25,17,0,9,128,1,38,3,43,0,299,974,2248
25,414,17,6,2,2,0,2,4,1,3,3,0,7,9,42,1,41,0,0,3,2,0,1,0,0,0,0,0,0,97,195
5,415,341,159,28,435,0,435,669,575,94,122,16,121,483,1477,288,1189,1439,194,215,9,61,1705,88,80,1,433,0,291,5092,13459
15,416,35,98,3,20,0,20,109,106,3,1,0,2,89,119,4,115,2,15,38,3,25,8,0,42,8,42,0,10,1081,1750
17,417,352,345,17,129,0,129,96,55,41,24,0,89,1352,1132,198,934,714,35,261,20,34,5979,30,311,12,413,0,25,7675,19045
16,418,319,327,13,114,0,114,198,110,88,211,6,185,233,1114,270,844,1025,179,456,5,29,1116,129,79,4,324,0,644,3612,10322
25,419,224,105,20,63,0,63,66,10,56,30,0,135,223,716,382,334,1,34,130,11,1,58,0,17,0,2,0,25,849,2710
4,420,709,269,5,399,0,399,693,452,241,90,0,129,562,1579,219,1360,3523,114,249,24,2485,1874,34,342,0,762,2,694,2457,16995
17,421,691,617,38,188,0,188,295,190,105,53,15,258,1453,3503,1042,2461,3342,105,382,14,0,6032,157,401,3,426,0,36,15445,33454
24,422,50,16,4,80,0,80,16,1,15,16,0,9,321,819,35,784,3,32,47,7,43,132,0,81,1,2,0,52,603,2334
21,423,719,495,29,348,0,348,301,196,105,167,24,444,3294,8448,3125,5323,2521,975,2470,47,208,6311,245,675,178,1273,0,3816,11557,44545
35,424,596,1159,256,433,0,433,1534,1178,356,151,580,1007,1434,41317,8166,33151,2993,3237,14360,480,0,19434,118,2572,1107,4362,27,5334,55938,158429
18,425,381,337,395,558,0,558,238,182,56,87,147,473,3284,4035,1598,2437,6415,160,1679,54,434,22084,28,3035,81,4043,0,28,49595,97571
18,426,35,82,9,97,0,97,42,38,4,7,48,78,237,439,188,251,895,22,176,6,32,2148,5,363,60,655,0,1,7994,13431
18,427,59,53,8,95,0,95,27,24,3,3,14,54,267,329,75,254,929,16,235,11,44,2909,1,525,28,624,0,14,6272,12517
17,429,285,220,75,102,0,102,161,92,69,60,0,108,931,1124,404,720,1482,80,363,14,22,2440,38,314,4,556,0,0,10773,19152
26,430,528,435,26,544,0,544,319,288,31,150,1,316,1065,1590,228,1362,824,63,319,5,129,427,48,1202,195,672,0,1054,7762,17674
7,431,491,153,13,433,0,433,89,74,15,30,18,250,2073,3288,1175,2113,566,57,343,33,110,6154,65,896,93,459,0,1629,10865,28108
7,432,433,234,9,646,0,646,105,96,9,38,4,125,2013,1516,279,1237,269,30,192,6,103,4507,26,1009,36,471,1,707,6254,18734
29,433,240,1579,14,204,0,204,686,580,106,7,10,284,1779,5577,2520,3057,529,194,1790,15,153,3081,47,843,13,1706,0,844,14340,33935
29,434,193,828,27,192,0,192,575,477,98,9,58,327,932,5974,4163,1811,28,131,3266,4,42,951,51,362,5,2426,0,794,10910,28085
29,435,167,364,15,234,0,234,278,236,42,6,5,90,430,1241,553,688,67,67,961,1,64,1524,30,609,8,1370,0,712,6720,14963
18,436,257,264,57,394,0,394,204,149,55,53,22,549,3594,4085,1121,2964,4571,426,3755,51,190,20453,10,2310,343,2170,0,17,54004,97779
18,437,55,74,26,92,0,92,17,11,6,31,1,42,927,997,383,614,2100,68,685,15,458,2184,2,253,20,662,0,6,8425,17140
18,438,79,123,52,169,0,169,104,57,47,44,145,588,2248,3073,1528,1545,3397,213,1672,20,133,5419,16,721,334,1520,0,9,20137,40216
18,439,110,212,101,350,0,350,141,106,35,35,31,192,1757,1959,814,1145,6809,82,1567,6,610,9826,20,1314,138,2662,0,25,25355,53302
2,440,842,802,19,528,0,528,650,466,184,22,2,126,2392,7002,977,6025,468,271,1898,88,545,27498,169,2865,1698,5016,0,4060,10884,67845
31,441,521,334,2,125,0,125,377,318,59,38,55,233,811,2555,1314,1241,1364,53,509,108,176,5892,44,333,134,247,0,3689,23687,41287
15,442,291,120,11,107,0,107,566,521,45,4,0,118,530,657,107,550,821,60,150,14,127,292,0,542,109,7,0,277,2942,7745
14,443,125,46,10,206,0,206,144,127,17,3,0,33,649,601,115,486,461,50,159,3,59,525,3,273,10,166,0,523,6105,10154
15,444,368,950,10,102,0,102,440,380,60,1,0,12,473,597,43,554,979,53,130,27,145,74,0,593,77,26,0,73,2825,7955
2,445,1529,1460,42,419,0,419,785,599,186,101,0,215,2494,4921,1045,3876,1340,235,2898,114,380,19228,154,3504,2172,3002,0,5479,23411,73883
13,446,321,220,31,343,0,343,303,234,69,60,47,200,2484,6051,3275,2776,3,555,951,24,75,2243,113,226,255,1112,0,24,10857,26498
33,447,459,308,255,125,1,124,411,343,68,13,6,87,407,1071,394,677,701,316,651,31,76,2063,251,170,326,251,0,1570,4719,14267
