STATE_UT,DISTRICT,MURDER,ATTEMPT_TO_MURDER,CULPABLE_HOMICIDE_NOT_AMOUNTING_TO_MURDER,RAPE,CUSTODIAL_RAPE,OTHER_RAPE,KIDNAPPING___ABDUCTION,KIDNAPPING_AND_ABDUCTION_OF_WOMEN_AND_GIRLS,KIDNAPPING_AND_ABDUCTION_OF_OTHERS,DACOITY,PREPARATION_AND_ASSEMBLY_FOR_DACOITY,ROBBERY,BURGLARY,THEFT,AUTO_THEFT,OTHER_THEFT,RIOTS,CRIMINAL_BREACH_OF_TRUST,CHEATING,COUNTERFIETING,ARSON,HURT_GREVIOUS_HURT,DOWRY_DEATHS,ASSAULT_ON_WOMEN_WITH_INTENT_TO_OUTRAGE_HER_MODESTY,INSULT_TO_MODESTY_OF_WOMEN,CRUELTY_BY_HUSBAND_OR_HIS_RELATIVES,IMPORTATION_OF_GIRLS_FROM_FOREIGN_COUNTRIES,CAUSING_DEATH_BY_NEGLIGENCE,OTHER_IPC_CRIMES,TOTAL_IPC_CRIMES
RAJASTHAN,NAGAUR,551,453,23,493,0,493,760,579,181,13,2,175,2321,4694,1433,3261,161,137,3821,20,229,2457,164,1376,0,2867,0,2408,28535,51660
RAJASTHAN,PALI,462,588,51,482,0,482,1040,912,128,8,1,241,2389,4026,1295,2731,440,309,3620,25,234,531,123,1353,14,3612,0,3030,37123,59702
RAJASTHAN,RAJSAMAND,208,169,10,125,0,125,585,488,97,6,12,134,1015,2041,778,1263,944,128,1856,10,152,10436,40,456,11,2010,0,1761,7304,29413
RAJASTHAN,"SAWAI MADHOPUR",274,319,15,245,0,245,740,561,179,6,14,161,1023,5178,2770,2408,293,95,2352,5,149,236,85,469,0,1724,0,892,26299,40574
RAJASTHAN,SIKAR,547,379,17,376,0,376,827,544,283,9,8,99,2024,4927,1497,3430,2221,145,4980,9,367,4566,191,317,0,2353,0,3089,26553,54004
RAJASTHAN,SIROHI,328,314,18,233,0,233,454,401,53,15,4,133,1221,1697,414,1283,489,190,1617,14,172,5728,63,638,4,1431,0,1639,7847,24249
RAJASTHAN,TONK,253,322,19,213,0,213,760,640,120,5,4,110,1206,3570,1374,2196,1123,144,2481,6,134,13277,49,412,22,2764,3,1804,14238,42919
RAJASTHAN,UDAIPUR,825,989,56,957,0,957,1787,1454,333,24,30,699,3278,7648,3212,4436,2983,320,6490,27,504,18161,131,1529,20,3234,0,3986,30212,83890
RAJASTHAN,TOTAL,15844,21342,889,15798,0,15798,30727,24671,6056,563,781,9071,65268,232974,105357,127617,36073,9674,140800,726,8312,267353,5066,30853,354,100101,6,78350,784991,1855916
SIKKIM,EAST,76,64,20,77,0,77,41,33,8,1,0,33,503,574,68,506,98,42,244,16,37,373,1,75,8,24,0,203,933,3443
SIKKIM,NORTH,14,6,2,7,0,7,1,0,1,0,0,1,36,53,1,52,13,1,13,0,4,63,0,6,0,1,0,41,160,422
SIKKIM,SOUTH,38,27,12,70,0,70,21,18,3,3,0,23,239,262,17,245,76,3,52,2,21,293,0,88,4,11,0,97,545,1887
SIKKIM,WEST,38,14,4,41,0,41,13,11,2,2,0,7,99,130,8,122,70,8,41,1,18,210,1,61,2,8,0,81,399,1248
SIKKIM,TOTAL,166,111,38,195,0,195,76,62,14,6,0,64,877,1019,94,925,257,54,350,19,80,939,2,230,14,44,0,422,2037,7000
"TAMIL NADU",ARIYALUR,138,156,4,74,0,74,136,109,27,4,0,37,192,517,211,306,242,5,65,0,44,1544,9,241,12,53,0,531,6215,10219
"TAMIL NADU",CHENGAI,308,386,0,97,0,97,114,95,19,25,30,158,1855,4301,977,3324,417,73,464,13,51,3442,91,329,123,319,0,2303,28662,43561
"TAMIL NADU",CHENNAI,1365,2710,33,531,1,530,627,377,250,73,2,1039,6543,29379,5435,23944,996,263,6431,527,33,11699,271,849,2229,2212,0,10434,86221,164467
"TAMIL NADU","CHENNAI RLY.",29,36,0,1,0,1,8,6,2,8,1,206,18,2265,39,2226,105,20,60,6,0,348,7,42,14,8,0,51,2864,6097
"TAMIL NADU","COIMBATORE RURAL",816,662,6,197,0,197,524,389,135,104,5,592,2861,10673,3884,6789,2580,195,1139,49,174,13866,103,912,219,973,0,8862,53511,99023
"TAMIL NADU","COIMBATORE URBAN",261,281,1,100,0,100,172,81,91,23,0,347,1773,10784,3937,6847,795,190,1249,335,75,2583,42,245,117,570,0,2941,29658,52542
"TAMIL NADU",CUDDALORE,720,1368,19,294,0,294,630,534,96,39,2,281,1382,5424,1742,3682,2168,23,269,24,429,10813,105,619,408,470,0,4918,57162,87567
"TAMIL NADU",DHARMAPURI,665,497,51,177,0,177,538,433,105,61,1,226,1022,2675,1100,1575,2334,69,421,42,458,11529,66,753,66,466,0,3147,23096,48360
"TAMIL NADU",DINDIGUL,721,774,1,170,0,170,554,483,71,30,0,299,1217,4735,1126,3609,749,98,906,31,237,5556,44,455,99,764,5,4872,37766,60083
"TAMIL NADU",ERODE,642,319,6,171,0,171,507,366,141,52,7,340,1707,6742,2263,4479,499,177,934,70,251,15755,39,635,88,432,0,6411,40565,76349
"TAMIL NADU",KANCHIPURAM,690,822,0,251,0,251,199,144,55,51,1,174,1568,4900,1083,3817,1068,5,454,80,135,5184,90,385,171,181,9,7024,52554,75996
"TAMIL NADU",KANYAKUMARI,422,750,14,110,0,110,313,302,11,29,2,458,2110,3624,684,2940,38,71,1113,77,306,7242,49,239,725,719,0,3113,28248,49772
"TAMIL NADU",KARUR,282,242,3,68,0,68,278,253,25,20,0,192,532,2814,1068,1746,273,56,195,39,72,2953,25,174,52,209,0,2768,19129,30376
"TAMIL NADU","MADURAI RURAL",690,890,7,244,0,244,570,446,124,72,50,695,1511,4285,840,3445,1927,149,1407,16,253,11095,105,752,115,760,0,4522,29960,60075
"TAMIL NADU","MADURAI URBAN",347,551,1,70,0,70,319,207,112,35,19,407,1156,6235,2038,4197,554,111,2054,153,71,1979,78,237,392,587,0,1377,19983,36716
"TAMIL NADU",NAGAPATTINAM,521,636,3,137,0,137,354,297,57,12,4,120,827,2873,700,2173,568,21,338,15,337,9575,52,608,126,164,0,2096,27945,47332
"TAMIL NADU",NAMAKKAL,420,312,2,115,0,115,417,363,54,40,7,175,690,2611,1071,1540,753,27,510,39,148,10465,34,503,169,285,0,4222,24370,46314
"TAMIL NADU",NILGIRIS,173,190,0,90,0,90,64,52,12,5,0,62,894,1220,186,1034,248,39,152,20,10,2561,8,232,49,93,0,458,10257,16825
"TAMIL NADU",PERAMBALUR,292,399,10,159,0,159,277,238,39,12,0,119,562,1809,748,1061,534,26,355,26,145,4537,32,504,85,213,0,1738,14445,26288
"TAMIL NADU",PUDUKOTTAI,402,535,10,99,0,99,377,321,56,12,0,166,802,2558,699,1859,1202,151,339,13,228,3512,42,508,37,370,0,2719,27899,41981
"TAMIL NADU",RAMNATHAPURAM,433,662,6,118,0,118,384,304,80,25,0,171,914,2320,355,1965,1226,68,518,30,284,5515,36,385,61,205,0,1903,22513,37777
"TAMIL NADU","SALEM RURAL",806,987,18,402,0,402,985,917,68,64,17,258,1043,2828,778,2050,2545,23,575,24,429,21864,75,1692,46,993,0,5103,29704,70481
"TAMIL NADU","SALEM URBAN",242,254,0,154,0,154,261,206,55,19,5,256,557,3513,1538,1975,303,72,604,29,21,2967,52,139,184,313,0,1467,19179,30591
"TAMIL NADU",SIVAGANGAI,375,500,7,61,0,61,333,266,67,30,2,144,1099,2925,570,2355,501,59,619,19,194,4049,44,196,109,471,0,2160,19807,33704
"TAMIL NADU",THANJAVUR,724,993,4,101,0,101,537,441,96,28,73,520,2111,6953,2251,4702,1274,49,471,37,323,9150,49,931,93,291,0,4211,36833,65756
"TAMIL NADU",THENI,364,755,7,117,0,117,440,373,67,19,1,246,1104,3005,628,2377,849,39,1181,23,209,7300,54,542,164,534,0,2183,27605,46741
"TAMIL NADU","THIRUNELVELI RURAL",933,2065,17,505,0,505,602,518,84,20,1,537,2190,5210,593,4617,133,88,1013,56,741,11797,61,1222,223,936,0,3688,51712,83750
"TAMIL NADU","THIRUNELVELI URBAN",199,702,2,64,0,64,148,113,35,12,2,182,511,2164,458,1706,150,32,415,25,57,1176,16,91,204,131,0,884,9381,16548
"TAMIL NADU",THIRUVALLUR,375,469,14,159,0,159,226,192,34,30,0,146,941,2302,347,1955,1133,47,357,20,133,7392,87,511,117,268,0,3059,23531,41317
"TAMIL NADU",THIRUVANNAMALAI,478,525,2,209,0,209,458,401,57,17,0,99,1130,3530,808,2722,1800,56,603,34,294,8613,39,286,180,284,0,3324,28687,50648
"TAMIL NADU",THIRUVARUR,307,439,7,81,0,81,229,192,37,16,2,111,891,2193,522,1671,577,38,241,14,276,8384,33,506,106,132,0,1719,24010,40312
"TAMIL NADU",THOOTHUGUDI,828,1534,7,248,0,248,399,271,128,27,0,414,2053,5379,845,4534,472,130,1063,43,354,7145,34,340,953,586,0,3155,35537,60701
"TAMIL NADU","TRICHY RLY.",11,10,2,1,0,1,1,1,0,2,0,39,18,744,8,736,27,4,16,0,0,172,1,13,7,4,0,48,1006,2126
"TAMIL NADU","TRICHY RURAL",594,484,0,133,0,133,351,306,45,27,0,233,783,2380,810,1570,527,13,266,16,135,6555,63,251,31,324,1,5593,26824,45584
"TAMIL NADU","TRICHY URBAN",228,242,5,44,0,44,195,127,68,13,4,175,805,5202,1280,3922,95,18,782,59,19,2301,41,120,730,331,0,1570,23217,36196
"TAMIL NADU",VELLORE,871,598,40,274,1,273,609,480,129,34,0,208,2318,6821,2385,4436,999,102,760,190,286,14838,98,461,124,484,0,6343,52065,88523
"TAMIL NADU",VILLUPURAM,826,1234,27,613,0,613,952,822,130,48,9,251,1400,4378,1806,2572,3711,82,640,39,420,8886,68,1222,223,671,0,7478,49783,82961
"TAMIL NADU",VIRUDHUNAGAR,580,702,1,204,0,204,477,418,59,26,0,330,1440,4790,633,4157,935,216,1122,48,261,6084,30,498,851,662,0,2901,33457,55606
"TAMIL NADU",TOTAL,20127,26597,343,6952,2,6950,15303,12436,2867,1237,307,11272,53339,185160,49653,135507,37368,3040,31689,2420,8149,280673,2317,19329,10043,18188,15,140193,1186115,2060176
TRIPURA,DHALAI,282,81,3,220,0,220,230,90,140,30,3,88,246,316,16,300,226,35,53,9,66,828,26,211,1,382,0,169,1230,4735
TRIPURA,NORTH,340,156,4,478,0,478,297,191,106,49,1,172,423,811,68,743,263,84,155,41,100,1702,28,537,4,1408,0,283,1983,9319
TRIPURA,SOUTH,363,212,2,498,0,498,282,184,98,25,1,205,567,1108,109,999,576,91,260,26,134,2421,84,1030,5,1655,0,373,3799,13717
TRIPURA,WEST,984,203,9,777,0,777,574,360,214,120,5,287,1079,2083,352,1731,895,158,327,54,214,3490,164,870,26,2629,0,711,6187,21846
TRIPURA,TOTAL,2022,681,19,2058,0,2058,1443,875,568,226,10,777,2404,4623,609,4014,2025,381,852,133,548,9306,314,2773,39,6514,0,1542,14044,52734
"UTTAR PRADESH",AGRA,1609,1816,449,493,0,493,2541,1936,605,201,18,1220,3063,20725,14313,6412,3279,1672,3323,260,121,5381,832,1278,955,4003,0,4605,20143,77987
"UTTAR PRADESH",ALIGARH,2032,2270,358,636,0,636,2134,1667,467,176,69,1201,1875,10393,4950,5443,2823,1197,2768,50,393,3756,639,994,361,2754,0,3103,13804,53786
"UTTAR PRADESH",ALLAHABAD,1652,1479,433,430,0,430,1425,1163,262,83,12,677,2861,9178,4993,4185,1847,1078,2385,154,189,5073,725,665,470,2316,0,3812,20104,57048
"UTTAR PRADESH","AMBEDKAR NAGAR",430,403,138,167,0,167,533,486,47,19,2,216,508,1343,378,965,381,270,610,12,56,1911,151,173,111,919,0,599,3316,12268
"UTTAR PRADESH",AURAIYA,484,402,125,118,0,118,584,408,176,50,1,211,292,1044,452,592,279,175,332,10,69,1526,262,187,91,342,0,1490,4032,12106
"UTTAR PRADESH",AZAMGARH,967,730,322,185,0,185,698,576,122,45,7,701,982,2082,804,1278,1110,390,861,52,22,3354,324,251,227,1016,0,1135,6694,22155
"UTTAR PRADESH",BADAUN,1742,1906,462,310,0,310,1007,705,302,92,6,440,686,2345,472,1873,329,317,637,15,173,3487,498,495,243,542,0,658,11356,27746
"UTTAR PRADESH",BAGHPAT,949,946,118,173,0,173,530,421,109,59,8,454,420,2009,798,1211,598,248,588,18,22,1111,188,185,188,784,0,943,4367,14906
"UTTAR PRADESH",BAHRAICH,573,469,265,300,0,300,765,700,65,78,79,235,797,1763,528,1235,555,391,975,35,127,1965,332,284,459,447,0,913,7078,18885
"UTTAR PRADESH",BALLIA,436,582,228,99,0,99,350,299,51,34,9,149,773,1549,608,941,744,190,482,25,41,1926,216,158,155,339,0,821,3784,13090
"UTTAR PRADESH",BALRAMPUR,228,159,90,106,0,106,260,243,17,22,2,45,271,562,179,383,146,135,378,13,27,722,87,133,101,182,0,321,1493,5483
"UTTAR PRADESH",BANDA,606,341,204,252,0,252,348,257,91,17,3,150,669,1220,284,936,443,295,562,9,131,1158,282,500,107,391,0,515,6591,14794
"UTTAR PRADESH",BARABANKI,753,681,202,317,0,317,898,831,67,65,8,308,993,2487,575,1912,366,807,545,13,59,2993,346,394,313,1142,0,1807,9715,25212
"UTTAR PRADESH",BAREILLY,2070,2267,391,673,0,673,1754,1458,296,191,7,831,1662,7023,2694,4329,1290,1108,2518,81,66,4640,595,1075,667,2570,3,2630,19471,53583
"UTTAR PRADESH",BASTI,373,306,159,120,0,120,301,285,16,18,10,156,467,1220,435,785,420,257,581,28,48,1542,185,123,316,357,0,986,4927,12900
"UTTAR PRADESH",BIJNOR,1078,737,212,365,0,365,955,801,154,58,5,426,653,2934,876,2058,613,436,1683,36,57,3313,297,442,664,2144,0,1983,7214,26305
"UTTAR PRADESH",BULANDSHAHAR,1974,1707,304,404,0,404,1317,1049,268,74,15,670,853,4610,1676,2934,1035,554,1622,38,81,2073,483,722,1021,2386,0,2882,13332,38157
"UTTAR PRADESH",CHANDOLI,306,236,111,62,0,62,182,139,43,10,2,117,366,873,343,530,92,264,518,16,25,1297,172,99,182,512,0,443,3345,9230
"UTTAR PRADESH","CHITRAKOOT DHAM",317,113,94,190,0,190,180,91,89,20,3,51,348,523,158,365,93,105,192,5,40,426,136,215,10,130,0,517,1843,5551
"UTTAR PRADESH",DEORIA,422,416,226,95,0,95,373,323,50,15,3,145,588,1190,485,705,780,197,521,36,59,1608,287,118,86,308,0,1079,5873,14425
"UTTAR PRADESH",ETAH,1477,1978,281,311,0,311,928,613,315,105,0,439,699,2997,1295,1702,1071,480,1025,29,120,3040,553,492,170,907,0,1660,9633,28395
"UTTAR PRADESH",ETAWAH,772,721,119,129,0,129,822,502,320,46,3,317,540,2170,1231,939,270,389,760,25,72,1493,330,311,215,714,0,1859,9833,21910
"UTTAR PRADESH",FAIZABAD,577,375,168,224,0,224,656,605,51,29,12,241,847,2296,796,1500,464,672,706,37,75,2211,174,288,263,432,0,1772,6544,19063
"UTTAR PRADESH",FATEHGARH,899,802,188,156,0,156,680,518,162,26,9,193,471,1431,651,780,345,246,518,27,20,1253,300,259,222,587,0,611,5098,14341
"UTTAR PRADESH",FATEHPUR,990,444,330,243,0,243,610,493,117,74,1,250,568,1250,464,786,211,359,822,9,21,2370,408,364,146,537,0,2138,7061,19206
"UTTAR PRADESH",FIROZABAD,1406,1438,270,266,0,266,1361,893,468,140,10,724,755,4329,2381,1948,1137,569,1063,10,80,3403,536,480,480,1123,0,1024,10536,31140
"UTTAR PRADESH",G.R.P.,256,193,55,24,0,24,94,43,51,169,25,692,20,23660,930,22730,246,314,478,33,1,110,11,217,332,1,0,21,10182,37134
"UTTAR PRADESH","GAUTAMBUDH NAGAR",944,900,183,255,0,255,882,637,245,99,10,1068,1294,18613,12125,6488,943,776,2415,40,18,407,211,392,395,882,0,2340,10133,43200
"UTTAR PRADESH",GHAZIABAD,2227,2321,428,357,1,356,2340,1741,599,144,57,1117,2237,23938,16775,7163,1299,1568,3665,119,54,731,479,534,940,2922,0,4719,19741,71937
"UTTAR PRADESH",GHAZIPUR,558,510,262,70,0,70,244,190,54,58,1,340,576,1251,473,778,794,184,537,52,52,1695,288,151,177,569,0,326,3170,11865
"UTTAR PRADESH",GONDA,540,623,291,217,0,217,680,560,120,97,4,267,959,1851,657,1194,574,445,1502,18,47,2577,371,279,384,134,0,889,6009,18758
"UTTAR PRADESH",GORAKHPUR,1109,890,425,379,0,379,1272,1109,163,56,7,550,1887,6641,4184,2457,1645,917,2140,110,39,3778,392,439,359,1535,0,3010,10022,37602
"UTTAR PRADESH",HAMIRPUR,465,237,218,138,0,138,233,185,48,16,0,101,279,645,118,527,168,199,220,5,25,463,174,282,59,190,0,491,2820,7428
"UTTAR PRADESH",HARDOI,1151,810,358,409,0,409,847,760,87,39,3,259,596,2280,488,1792,378,372,754,6,74,3663,452,676,359,821,0,2218,10801,27326
"UTTAR PRADESH",HATHRAS,759,813,158,244,0,244,713,502,211,208,11,585,641,2501,909,1592,948,457,765,14,27,1764,267,496,195,1257,0,1179,6340,20342
"UTTAR PRADESH",J.P.NAGAR,811,531,137,290,0,290,469,397,72,68,21,334,477,1718,677,1041,559,208,833,23,19,877,165,297,390,762,0,1346,5330,15665
"UTTAR PRADESH",JALAUN,672,364,144,82,0,82,427,285,142,34,12,173,383,1256,519,737,239,213,403,17,45,101,364,326,204,419,0,1098,6984,13960
"UTTAR PRADESH",JAUNPUR,557,695,328,175,0,175,582,505,77,38,10,370,737,1833,713,1120,684,335,1090,40,53,3581,459,263,269,866,0,1585,6409,20959
"UTTAR PRADESH",JHANSI,675,341,262,141,0,141,454,337,117,15,14,245,677,2358,1261,1097,409,273,662,39,43,987,286,328,496,377,0,732,6872,16686
"UTTAR PRADESH",KANNAUJ,625,517,174,92,0,92,558,464,94,29,0,144,331,982,309,673,264,271,485,15,48,301,256,310,106,822,0,1231,6449,14010
"UTTAR PRADESH","KANPUR DEHAT",447,350,150,133,0,133,475,380,95,56,6,157,313,1133,164,969,604,241,423,10,50,2238,289,352,242,716,0,1174,4465,14024
"UTTAR PRADESH","KANPUR NAGAR",1961,1490,440,492,0,492,2636,2142,494,197,29,1199,2849,13894,9412,4482,1945,2183,4427,225,99,5567,756,1083,2090,4341,0,4043,22257,74203
"UTTAR PRADESH",KAUSHAMBI,670,297,170,226,0,226,383,297,86,23,4,218,682,949,171,778,330,195,417,13,48,1388,258,343,95,610,0,1106,4753,13178
"UTTAR PRADESH",KHIRI,1255,1218,394,516,0,516,1102,989,113,48,62,363,793,3477,1168,2309,664,341,879,29,73,4333,658,681,558,884,0,1528,11002,30858
"UTTAR PRADESH","KUSHI NAGAR",459,308,255,125,1,124,411,343,68,13,6,87,407,1071,394,677,701,316,651,31,76,2063,251,170,326,251,0,1570,4719,14267
"UTTAR PRADESH",LALITPUR,229,97,130,122,0,122,141,112,29,19,1,57,247,564,173,391,234,128,254,6,25,534,101,217,203,237,0,536,2655,6737
"UTTAR PRADESH",LUCKNOW,1828,1576,423,689,0,689,2914,2578,336,186,27,1532,6663,28816,14897,13919,2909,3974,7731,274,67,793,584,1402,1828,5598,0,5058,43505,118377
"UTTAR PRADESH",MAHARAJGANJ,348,157,166,193,0,193,352,326,26,19,4,108,338,567,188,379,383,195,623,46,27,938,155,159,228,282,0,1071,3714,10073
"UTTAR PRADESH",MAHOBA,387,184,123,106,0,106,210,170,40,20,0,123,363,598,182,416,186,123,234,6,41,337,146,264,80,152,0,447,2588,6718
"UTTAR PRADESH",MAINPURI,1229,1263,237,157,0,157,845,609,236,176,8,531,604,2414,1190,1224,752,378,816,30,72,2380,430,322,76,466,0,1153,7701,22040
"UTTAR PRADESH",MATHURA,1186,1431,213,313,0,313,905,690,215,87,3,656,903,6567,3950,2617,1323,944,2375,71,99,1785,319,609,436,1842,0,4014,14107,40188
"UTTAR PRADESH",MAU,407,593,167,132,0,132,451,400,51,16,3,250,718,1378,503,875,948,268,622,29,69,1437,131,265,332,535,0,925,2912,12588
"UTTAR PRADESH",MEERUT,2398,2351,251,542,0,542,2082,1516,566,151,41,1799,2255,15742,9164,6578,1963,1134,3072,161,39,689,399,831,1191,3746,0,3279,17894,62010
"UTTAR PRADESH",MIRZAPUR,453,260,152,110,0,110,144,94,50,40,3,144,474,1208,378,830,160,278,564,9,7,1401,258,125,87,737,0,1026,3863,11503
"UTTAR PRADESH",MORADABAD,1818,1566,358,635,0,635,1586,1345,241,143,44,870,1474,7696,3347,4349,957,683,1799,78,40,1086,395,846,1014,2558,0,2161,16406,44213
"UTTAR PRADESH",MUZAFFARNAGAR,2483,2122,341,450,0,450,1766,1245,521,146,28,1114,1147,6645,2881,3764,1594,764,1885,73,29,261,342,520,804,2546,0,1721,16760,43541
"UTTAR PRADESH",PILIBHIT,691,709,141,308,0,308,678,553,125,69,4,220,371,1450,361,1089,291,459,1132,22,7,75,321,413,392,1365,0,807,12655,22580
"UTTAR PRADESH",PRATAPGARH,673,824,241,262,0,262,723,640,83,36,8,282,1007,1962,694,1268,1103,478,800,22,142,3558,334,344,98,942,0,1195,7255,22289
"UTTAR PRADESH",RAIBAREILLY,714,631,256,393,0,393,640,571,69,36,5,219,806,2327,520,1807,604,449,707,19,40,3099,287,543,352,1233,0,1691,7275,22326
"UTTAR PRADESH",RAMPUR,832,920,199,376,0,376,831,698,133,95,19,519,742,3359,995,2364,636,589,1463,42,43,355,205,383,80,539,0,1167,8725,22119
"UTTAR PRADESH",SAHARANPUR,947,1129,288,211,0,211,670,515,155,34,75,421,712,4646,2006,2640,934,636,2208,82,8,385,268,327,583,1830,0,1487,13901,31782
"UTTAR PRADESH","SANT KABIRNAGAR",208,183,81,116,0,116,310,294,16,5,0,115,268,610,203,407,265,178,331,17,25,1333,87,93,151,205,0,547,2396,7524
"UTTAR PRADESH",SHAHJAHANPUR,1563,1611,350,465,0,465,1170,896,274,87,5,440,705,2763,772,1991,442,465,1050,32,116,2381,569,603,277,438,0,2122,10383,28037
"UTTAR PRADESH",SHRAWASTI,228,159,102,111,0,111,238,211,27,30,21,78,307,587,55,532,181,93,261,3,16,1145,108,175,77,104,0,324,1368,5716
"UTTAR PRADESH",SIDHARTHNAGAR,196,113,125,103,0,103,333,323,10,26,2,87,471,892,334,558,204,171,348,26,10,761,149,198,175,301,0,586,3324,8601
"UTTAR PRADESH",SITAPUR,1445,1624,457,682,0,682,1510,1277,233,42,3,600,1356,5218,897,4321,770,623,1017,18,222,3155,777,871,271,1200,0,2288,13649,37798
"UTTAR PRADESH",SONBHADRA,343,194,211,165,0,165,200,161,39,16,3,81,380,846,305,541,129,234,530,11,41,1073,149,180,185,190,0,1159,2212,8532
"UTTAR PRADESH",ST.RAVIDASNAGAR,197,217,89,22,0,22,94,69,25,21,0,103,335,718,276,442,170,121,205,7,14,807,112,49,58,221,0,599,1213,5372
"UTTAR PRADESH",SULTANPUR,711,985,280,265,0,265,556,480,76,31,4,344,1080,2603,921,1682,529,466,594,15,98,3071,237,306,256,767,0,1636,5957,20791
"UTTAR PRADESH",UNNAO,1079,866,343,450,0,450,959,857,102,49,11,365,692,2243,625,1618,658,415,714,15,49,2672,512,669,365,1061,0,2073,8532,24792
"UTTAR PRADESH",VARANASI,751,740,236,172,0,172,668,496,172,27,18,478,1412,7363,4865,2498,924,1095,2022,205,55,2552,360,174,703,1408,0,1673,11194,34230
"UTTAR PRADESH",TOTAL,65443,60520,17266,19058,2,19056,59266,47590,11676,4809,938,30767,65587,312047,146251,165796,54110,38352,83960,3224,4554,139750,23824,29698,26511,77617,3,113821,626949,1858074
UTTARAKHAND,ALMORA,146,87,19,49,0,49,39,38,1,14,0,99,216,425,24,401,95,37,132,9,31,351,70,57,20,83,0,156,649,2784
UTTARAKHAND,BAGESHWAR,75,24,4,46,0,46,26,18,8,0,0,40,64,124,4,120,16,10,33,0,9,89,35,31,10,31,0,51,334,1052
UTTARAKHAND,CHAMOLI,81,62,12,44,0,44,46,30,16,2,1,21,260,204,16,188,173,30,63,2,19,189,27,66,14,27,0,154,514,2011
UTTARAKHAND,CHAMPAWAT,53,36,12,22,0,22,30,24,6,6,0,24,73,148,29,119,31,10,29,11,7,189,13,39,3,27,0,109,331,1203
UTTARAKHAND,DEHRADUN,424,508,99,284,0,284,641,555,86,52,13,361,1519,5234,2092,3142,1216,446,2025,79,50,2325,101,259,631,1224,0,1687,5681,24859
UTTARAKHAND,HARIDWAR,789,722,99,343,0,343,823,598,225,109,14,645,950,5810,2401,3409,1389,528,1665,64,74,4355,159,365,605,1251,0,1911,4071,26741
UTTARAKHAND,NAINITAL,326,281,72,109,0,109,270,251,19,44,3,187,539,1984,671,1313,390,144,362,29,5,672,123,121,100,257,1,833,3359,10211
UTTARAKHAND,"PAURI GARHWAL",161,95,22,55,0,55,102,95,7,15,1,82,406,605,134,471,179,86,153,7,31,617,65,64,22,126,0,278,741,3913
UTTARAKHAND,PITHORAGARH,74,51,34,59,0,59,33,23,10,6,0,53,221,252,16,236,110,41,66,6,29,227,41,78,10,78,0,13,1317,2799
UTTARAKHAND,"RUDRA PRAYAG",60,31,10,26,0,26,30,28,2,3,0,30,154,126,7,119,119,19,48,1,14,118,49,45,14,33,0,113,263,1306
UTTARAKHAND,"TEHRI GARHWAL",85,97,14,44,0,44,61,61,0,1,0,35,190,309,49,260,135,56,109,6,14,189,39,43,10,77,0,184,883,2581
UTTARAKHAND,"UDHAMSINGH NAGAR",626,592,105,235,0,235,689,559,130,105,4,393,823,4558,1929,2629,1184,313,870,49,7,1234,174,319,60,853,0,1189,7256,21638
UTTARAKHAND,UTTARKASHI,48,41,12,62,0,62,62,54,8,0,0,20,163,256,20,236,165,39,55,0,24,55,10,58,20,75,0,2,939,2106
UTTARAKHAND,TOTAL,2948,2627,514,1378,0,1378,2852,2334,518,357,36,1990,5578,20035,7392,12643,5202,1759,5610,263,314,10610,906,1545,1519,4142,1,6680,26338,103204
"WEST BENGAL","24 PARGANAS NORTH",2329,1262,1004,1883,0,1883,3311,2390,921,248,1629,739,387,21986,5951,16035,5484,1290,2168,129,140,1879,683,1919,47,17446,8,180,56644,122795
"WEST BENGAL","24 PARGANAS SOUTH",2114,201,536,2221,0,2221,2209,2120,89,194,1442,392,556,18426,3731,14695,8893,169,1389,41,129,1864,642,1438,19,18672,3,401,58961,120912
"WEST BENGAL",ASANSOL,395,94,100,179,0,179,282,189,93,46,515,173,98,3153,1204,1949,705,94,364,9,23,843,112,206,15,2563,0,1094,8614,19677
"WEST BENGAL",BANKURA,665,353,95,469,0,469,351,322,29,140,179,285,118,2822,285,2537,1410,152,337,22,108,2199,262,584,9,1858,0,1636,5794,19848
"WEST BENGAL",BIRBHUM,908,471,316,620,0,620,532,422,110,82,387,309,173,3675,830,2845,2691,140,392,35,181,2768,176,626,2,2629,0,2131,6978,26222
"WEST BENGAL",BURDWAN,1290,397,377,796,0,796,864,551,313,142,724,407,247,6629,1675,4954,3280,117,1227,42,128,1709,370,924,14,5160,1,5109,22351,52305
"WEST BENGAL",COOCHBEHAR,485,577,115,1217,0,1217,1130,1036,94,42,29,90,118,2288,503,1785,737,152,433,47,81,1268,139,1005,12,3925,0,1065,11463,26418
"WEST BENGAL","DAKSHIN DINAJPUR",369,764,156,473,0,473,710,600,110,16,167,73,63,1539,255,1284,313,116,212,35,54,1526,138,733,13,2149,0,906,6943,17468
"WEST BENGAL",DARJEELING,583,35,211,400,0,400,491,462,29,60,362,149,100,5760,1418,4342,449,327,207,55,70,5390,33,486,27,1346,1,1545,6408,24495
"WEST BENGAL",HOOGHLY,1115,438,349,574,0,574,793,715,78,131,1034,356,335,7468,1524,5944,5065,196,1121,48,273,2375,188,457,10,7040,0,1940,15784,47090
