STATE_UT,DISTRICT,MURDER,ATTEMPT_TO_MURDER,CULPABLE_HOMICIDE_NOT_AMOUNTING_TO_MURDER,RAPE,CUSTODIAL_RAPE,OTHER_RAPE,KIDNAPPING___ABDUCTION,KIDNAPPING_AND_ABDUCTION_OF_WOMEN_AND_GIRLS,KIDNAPPING_AND_ABDUCTION_OF_OTHERS,DACOITY,PREPARATION_AND_ASSEMBLY_FOR_DACOITY,ROBBERY,BURGLARY,THEFT,AUTO_THEFT,OTHER_THEFT,RIOTS,CRIMINAL_BREACH_OF_TRUST,CHEATING,COUNTERFIETING,ARSON,HURT_GREVIOUS_HURT,DOWRY_DEATHS,ASSAULT_ON_WOMEN_WITH_INTENT_TO_OUTRAGE_HER_MODESTY,INSULT_TO_MODESTY_OF_WOMEN,CRUELTY_BY_HUSBAND_OR_HIS_RELATIVES,IMPORTATION_OF_GIRLS_FROM_FOREIGN_COUNTRIES,CAUSING_DEATH_BY_NEGLIGENCE,OTHER_IPC_CRIMES,TOTAL_IPC_CRIMES
"WEST BENGAL",HOWRAH,666,144,171,419,0,419,913,775,138,144,387,256,259,6202,1647,4555,1828,286,1543,24,52,1898,226,695,61,5265,0,2830,20534,44803
"WEST BENGAL","HOWRAH CITY",201,27,72,110,0,110,392,300,92,34,496,176,76,4084,1207,2877,406,199,744,19,31,690,46,259,74,1458,0,556,8720,18870
"WEST BENGAL","HOWRAH G.R.P.",123,110,19,10,0,10,55,33,22,25,258,64,1,5178,6,5172,85,14,125,11,1,80,4,60,4,5,1,8,1067,7308
"WEST BENGAL",JALPAIGURI,1345,798,504,1777,0,1777,1853,1536,317,132,115,477,507,13229,1671,11558,791,695,555,60,121,5558,123,1887,5,6745,0,2884,24018,64179
"WEST BENGAL",KOLKATA,596,1159,256,433,0,433,1534,1178,356,151,580,1007,1434,41317,8166,33151,2993,3237,14360,480,0,19434,118,2572,1107,4362,27,5334,55938,158429
"WEST BENGAL",MALDA,885,1189,313,1331,0,1331,1323,949,374,62,209,203,143,4038,1296,2742,654,69,429,327,47,3357,86,1205,19,4221,0,799,14434,35343
"WEST BENGAL",MIDNAPUR,120,20,44,84,0,84,74,74,0,16,33,59,39,581,108,473,363,38,27,1,23,63,58,54,1,470,0,9,2440,4617
"WEST BENGAL",MURSHIDABAD,1644,2657,480,3352,0,3352,2943,2519,424,152,665,391,114,7833,1609,6224,3143,355,1125,281,248,18652,384,3487,33,17229,0,3198,17323,85689
"WEST BENGAL",NADIA,1355,1869,318,1734,0,1734,2532,2363,169,239,434,385,166,11523,1238,10285,2446,324,1568,109,153,14539,475,1610,32,11296,72,2351,23783,79313
"WEST BENGAL",PURULIA,733,12,85,497,0,497,276,198,78,63,182,278,49,2526,246,2280,920,64,376,1,24,205,106,601,0,1778,0,206,7976,16958
"WEST BENGAL","SEALDAH G.R.P.",188,58,21,19,0,19,67,36,31,18,152,115,0,2981,4,2977,128,17,94,9,0,247,11,56,2,10,0,4,549,4746
"WEST BENGAL","SILIGURI G.R.P.",42,3,6,2,0,2,31,23,8,13,6,15,1,1154,0,1154,26,3,6,3,0,0,3,31,1,1,0,0,413,1760
"WEST BENGAL","UTTAR DINAJPUR",638,1062,158,833,0,833,1059,867,192,123,140,221,84,3684,768,2916,683,118,290,67,156,5202,150,712,9,3095,1,1029,10458,29972
"WEST BENGAL",TOTAL,21056,14693,6333,20787,0,20787,25999,21773,4226,2642,10807,7354,5500,190468,38064,152404,51154,8919,30831,1921,2364,94152,5172,22871,1554,130668,114,37751,426194,1119304
"A & N ISLANDS",ANDAMAN,118,41,18,92,0,92,73,61,12,4,0,63,708,918,77,841,115,57,196,9,80,910,3,168,37,97,0,32,3638,7377
"A & N ISLANDS",NICOBAR,12,2,2,2,0,2,1,0,1,1,0,0,23,23,0,23,0,3,3,0,3,34,0,8,0,1,0,0,117,235
"A & N ISLANDS",TOTAL,160,65,21,109,0,109,94,77,17,15,0,74,892,1124,85,1039,140,72,253,11,98,1105,6,214,43,121,0,42,4443,9102
CHANDIGARH,CHANDIGARH,243,301,79,281,0,281,640,534,106,31,33,397,2947,18474,9195,9279,755,411,2301,27,62,816,42,314,143,807,0,98,11605,40807
CHANDIGARH,TOTAL,243,301,79,281,0,281,640,534,106,31,33,397,2947,18474,9195,9279,755,411,2301,27,62,816,42,314,143,807,0,98,11605,40807
"D & N HAVELI","D and N HAVELI",108,31,3,56,0,56,141,94,47,40,0,30,388,773,289,484,260,163,171,14,55,318,1,50,4,38,0,148,1859,4651
"D & N HAVELI",TOTAL,108,31,3,56,0,56,141,94,47,40,0,30,388,773,289,484,260,163,171,14,55,318,1,50,4,38,0,148,1859,4651
"DAMAN & DIU",DAMAN,64,32,2,17,0,17,25,11,14,32,1,18,423,486,295,191,214,59,62,10,30,159,2,15,1,18,0,255,473,2398
"DAMAN & DIU",DIU,4,6,0,3,0,3,6,4,2,2,0,5,57,78,47,31,52,8,11,20,4,31,1,0,1,17,0,56,188,550
"DAMAN & DIU",TOTAL,68,38,2,20,0,20,31,15,16,34,1,23,480,564,342,222,266,67,73,30,34,190,3,15,2,35,0,311,661,2948
"DELHI UT",CENTRAL,316,315,73,281,0,281,1085,665,420,11,53,357,1065,15587,7547,8040,54,463,1963,42,24,1755,45,419,131,606,1,124,13559,38329
"DELHI UT","DELHI UT TOTAL",6205,5277,883,6424,0,6424,25083,15650,9433,381,1241,6461,23555,231546,127017,104529,996,4725,26128,520,564,22210,1582,7534,1687,15211,1,7503,237457,633174
"DELHI UT",EAST,570,565,90,643,0,643,2793,1691,1102,64,157,732,2253,29165,18003,11162,148,417,1850,41,72,2649,159,1000,165,1860,0,985,21920,68298
"DELHI UT",G.R.P.(RLY),43,22,4,8,0,8,25,15,10,3,6,49,8,5849,80,5769,3,28,93,2,9,49,6,18,2,0,0,4,410,6641
"DELHI UT","I.G.I. AIRPORT",9,7,2,1,0,1,12,5,7,0,0,14,2,266,43,223,7,12,2016,3,1,14,0,14,5,1,0,4,310,2700
"DELHI UT","NEW DELHI",86,88,20,84,0,84,303,181,122,7,13,191,590,9318,3018,6300,93,310,2500,126,19,394,7,266,130,94,0,749,8325,23713
"DELHI UT",NORTH,361,275,77,260,0,260,1225,721,504,27,75,443,1119,12379,5252,7127,69,556,1638,63,54,1603,65,346,139,785,0,105,16949,38613
"DELHI UT","NORTH EAST",236,277,15,195,0,195,652,487,165,13,55,260,579,3668,2027,1641,27,100,325,19,7,946,71,148,15,309,0,182,5328,13427
"DELHI UT","NORTH WEST",504,435,53,475,0,475,1534,951,583,44,60,447,1939,9925,5393,4532,52,249,619,16,40,1429,107,434,71,599,0,160,18622,37814
"DELHI UT",S.T.F.,1,17,0,1,0,1,0,0,0,0,10,0,0,2,0,2,0,1,80,5,0,0,0,1,0,0,0,0,40,158
"DELHI UT",SOUTH,713,576,88,839,0,839,2390,1655,735,38,319,798,4163,37467,21453,16014,173,822,3500,32,58,2167,197,1124,327,1443,0,652,37742,95628
"DELHI UT","SOUTH WEST",202,191,17,246,0,246,515,334,181,19,24,233,1457,6517,3011,3506,90,150,734,10,33,642,70,242,65,289,0,248,9320,21314
"DELHI UT",WEST,739,577,139,804,0,804,2699,1744,955,21,122,565,2876,27033,16642,10391,46,474,2039,30,83,3072,207,784,95,2387,0,961,31794,77547
LAKSHADWEEP,LAKSHADWEEP,3,6,0,7,0,7,1,1,0,3,0,0,36,113,11,102,153,2,0,1,22,57,0,5,0,7,0,0,327,743
LAKSHADWEEP,TOTAL,3,6,0,7,0,7,1,1,0,3,0,0,36,113,11,102,153,2,0,1,22,57,0,5,0,7,0,0,327,743
PUDUCHERRY,PONDICHERRY,185,204,29,41,0,41,76,51,25,9,2,37,656,3887,2137,1750,1027,52,230,11,112,6078,21,365,197,59,0,1327,15815,30420
PUDUCHERRY,TOTAL,357,343,78,77,0,77,169,121,48,38,45,89,1064,7366,4514,2852,1785,105,564,32,190,10694,26,613,284,105,0,2602,27490,54116
CHHATTISGARH,KABIRDHAM,176,134,17,268,0,268,65,51,14,5,1,55,879,993,169,824,316,23,154,5,64,4922,22,670,56,256,0,502,4170,13753
"JAMMU & KASHMIR",HANDWARA,189,387,19,66,0,66,296,269,27,3,0,29,240,432,20,412,413,23,86,5,68,38,0,579,61,12,0,33,1908,4887
"WEST BENGAL","KHARAGPUR G.R.P.",44,8,4,3,0,3,15,8,7,21,39,40,1,1326,3,1323,24,3,10,2,0,29,1,19,3,7,0,14,203,1816
"WEST BENGAL","PASCHIM MIDNAPUR",1350,706,382,705,0,705,806,805,1,224,321,397,250,4596,898,3698,3337,408,493,39,249,1298,255,745,10,5355,0,24,17031,38981
"WEST BENGAL","PURAB MIDNAPUR",707,166,208,555,0,555,1042,969,73,92,219,184,156,3320,721,2599,4082,216,614,18,68,113,345,291,3,4857,0,2254,15992,35502
"DELHI UT","SPL CELL",0,11,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,73,6,0,0,0,0,0,0,0,0,39,133
"ANDHRA PRADESH",CYBERABAD,1810,914,96,641,0,641,1398,857,541,141,7,765,11946,29665,10842,18823,559,1174,11423,88,491,32697,437,1372,3168,8932,4,10314,23701,141743
"ARUNACHAL PRADESH",K/KUMEY,41,25,0,17,0,17,17,15,2,6,0,4,55,58,2,56,4,17,13,0,5,73,0,3,0,2,0,17,150,507
"ARUNACHAL PRADESH","UPPER DIBANG VALLEY",12,5,0,0,0,0,2,1,1,0,0,2,32,18,0,18,5,5,0,0,0,18,0,1,0,0,0,6,42,148
CHHATTISGARH,NARAYANPUR,187,349,0,25,0,25,28,4,24,86,0,16,64,74,24,50,5,8,12,1,61,191,1,28,3,6,0,67,398,1610
KERALA,"ERNAKULAM COMMR.",136,159,68,204,0,204,104,54,50,73,60,398,1689,3572,1166,2406,2308,130,3159,14,56,4836,8,746,151,1055,0,15,85845,104786
KERALA,"ERNAKULAM RURAL",266,241,99,297,0,297,118,83,35,74,101,452,2172,3500,1082,2418,3472,184,1973,31,127,9241,15,1269,168,1473,0,24,97176,122473
KERALA,"KOZHIKODE COMMR.",79,123,52,169,0,169,104,57,47,44,145,588,2248,3073,1528,1545,3397,213,1672,20,133,5419,16,721,334,1520,0,9,20137,40216
KERALA,"KOZHIKODE RURAL",110,212,101,350,0,350,141,106,35,35,31,192,1757,1959,814,1145,6809,82,1567,6,610,9826,20,1314,138,2662,0,25,25355,53302
KERALA,"TRIVANDRUM COMMR.",119,255,45,260,0,260,213,131,82,86,474,852,2409,4583,1648,2935,4298,282,3220,49,136,9030,9,1684,205,1177,0,15,27629,57030
KERALA,"TRIVANDRUM RURAL",334,303,140,606,0,606,291,213,78,94,182,685,3480,3735,1239,2496,6000,166,2401,53,348,19441,42,3885,173,3097,0,19,42137,87612
"MADHYA PRADESH",ANUPPUR,281,98,5,390,0,390,59,49,10,16,5,131,911,990,263,727,145,41,151,7,61,2147,66,657,37,350,0,231,7087,13866
"MADHYA PRADESH","ASHOK NAGAR",288,261,47,466,0,466,65,55,10,12,12,123,1007,1334,354,980,309,51,116,4,106,8174,86,1091,76,339,0,573,8392,22932
"MADHYA PRADESH",BURHANPUR,146,101,3,174,0,174,23,22,1,50,9,61,441,1075,299,776,174,48,97,0,38,1382,45,478,87,215,0,388,7418,12453
"TAMIL NADU",KRISHNAGIRI,521,334,2,125,0,125,377,318,59,38,55,233,811,2555,1314,1241,1364,53,509,108,176,5892,44,333,134,247,0,3689,23687,41287
ASSAM,BASKA,273,78,1,123,0,123,256,197,59,17,2,50,132,290,25,265,38,33,64,2,46,513,18,83,0,114,0,137,999,3269
ASSAM,CHIRANG,214,11,4,199,0,199,281,246,35,51,1,55,265,432,53,379,184,47,66,8,82,252,14,91,0,402,0,184,1662,4505
ASSAM,UDALGURI,325,88,1,219,0,219,395,245,150,71,1,101,421,749,92,657,189,45,89,11,127,720,23,186,0,266,0,283,1916,6226
CHHATTISGARH,SURAJPUR,416,147,8,544,0,544,86,73,13,32,5,144,798,827,141,686,261,42,170,6,61,2755,24,553,18,355,0,721,3424,11397
HARYANA,MEWAT,167,271,15,264,0,264,193,107,86,98,160,119,300,2346,1546,800,892,123,400,9,36,925,57,107,50,1121,0,19,6012,13684
PUNJAB,FEROZPUR,409,398,35,222,0,222,229,177,52,8,28,24,950,1673,741,932,0,139,1252,49,59,3032,54,95,27,331,0,927,3214,13155
"TAMIL NADU",VILUPPURAM,68,83,3,49,0,49,49,49,0,1,0,13,102,306,51,255,250,2,21,0,36,468,9,50,5,59,0,567,3818,5959
"DELHI UT","IGI AIRPORT",8,2,2,1,0,1,35,5,30,1,0,21,5,750,185,565,3,19,2782,6,0,6,0,36,6,2,0,40,1426,5151
"DELHI UT",NORTH-EAST,527,444,70,565,0,565,2733,1715,1018,28,73,467,1078,15265,10141,5124,47,188,806,19,23,2173,176,660,120,1638,0,1228,12964,41292
"DELHI UT",NORTH-WEST,594,542,61,695,0,695,2520,1489,1031,44,112,827,2325,17635,11320,6315,42,237,1191,11,31,1630,116,555,107,1581,0,181,19644,50681
"DELHI UT",SOUTH-WEST,433,314,64,501,0,501,1904,1249,655,16,48,356,1748,11290,6725,4565,62,210,1126,16,44,1048,134,500,105,1209,0,304,16661,38093
"ANDHRA PRADESH","VIJAYAWADA CITY",254,377,23,200,1,199,485,352,133,10,0,226,1663,9425,3225,6200,55,453,2625,94,144,11687,94,1190,1802,4523,0,2138,5032,42500
HARYANA,PALWAL,252,288,27,230,0,230,261,199,62,51,83,168,513,3231,2309,922,911,202,232,3,31,1128,80,179,67,549,0,184,6009,14679
"JAMMU & KASHMIR","BORDER DISTRICT",18,32,0,12,0,12,22,15,7,0,0,0,39,94,19,75,53,5,17,0,2,24,3,14,10,7,0,1,839,1192
MAHARASHTRA,"MUMBAI COMMR.",1542,1063,33,1386,0,1386,1334,904,430,226,281,3209,19916,85365,28368,56997,2364,3571,13577,708,218,28353,106,3200,971,2736,1,4942,47568,222670
MANIPUR,"IMPHAL EAST",177,534,3,47,0,47,278,187,91,0,373,5,65,608,364,244,77,30,123,3,113,390,0,65,0,32,0,0,1253,4176
MANIPUR,"IMPHAL WEST",232,933,7,81,0,81,431,264,167,2,270,13,187,2082,1587,495,141,109,279,26,120,678,2,118,1,52,0,4,2739,8507
PUNJAB,"SAS NGR",164,197,37,133,0,133,239,157,82,13,23,26,1137,2531,1346,1185,0,94,1520,1,0,1005,29,77,10,280,2,2587,3398,13503
RAJASTHAN,"JAIPUR EAST",137,188,15,193,0,193,468,402,66,20,22,641,2448,16231,12031,4200,717,264,4300,27,45,271,60,310,4,1338,0,1452,15382,44533
RAJASTHAN,"JAIPUR NORTH",121,187,3,171,0,171,443,424,19,10,7,208,819,5339,3285,2054,267,264,3992,6,21,2430,67,228,0,1410,0,804,8381,25178
RAJASTHAN,"JAIPUR RURAL",415,219,21,260,0,260,672,541,131,35,16,166,1525,6379,2813,3566,468,203,5127,8,178,4001,103,573,15,1581,0,4104,27746,53815
RAJASTHAN,"JAIPUR SOUTH",122,137,10,120,0,120,387,317,70,7,19,368,1829,9535,6133,3402,343,1015,6077,23,30,1832,50,169,0,1342,0,1209,11124,35748
RAJASTHAN,"JODHPUR CITY",117,319,16,128,0,128,314,246,68,5,2,133,1079,4662,3182,1480,72,124,3187,18,46,3366,66,238,10,1475,0,904,5450,21731
RAJASTHAN,"JODHPUR RURAL",177,201,5,172,0,172,231,182,49,12,0,74,655,1537,385,1152,61,54,1275,2,117,6650,112,281,0,692,0,1568,5583,19459
RAJASTHAN,"KOTA CITY",193,828,27,192,0,192,575,477,98,9,58,327,932,5974,4163,1811,28,131,3266,4,42,951,51,362,5,2426,0,794,10910,28085
RAJASTHAN,"KOTA RURAL",167,364,15,234,0,234,278,236,42,6,5,90,430,1241,553,688,67,67,961,1,64,1524,30,609,8,1370,0,712,6720,14963
"DELHI UT",GRP(RLY),58,15,1,19,0,19,115,55,60,8,13,59,9,5309,225,5084,5,48,72,4,4,59,5,27,8,2,0,4,598,6442
"DELHI UT",STF,1,36,0,0,0,0,1,0,1,1,2,2,0,1,0,1,0,1,45,19,1,0,0,0,0,0,0,0,71,181
PUDUCHERRY,KARAIKAL,26,30,5,12,0,12,18,15,3,0,1,6,119,473,233,240,209,7,56,2,25,1364,1,108,25,6,0,298,2500,5291
JHARKHAND,KHUNTI,529,73,14,50,0,50,76,29,47,36,5,97,26,242,43,199,106,28,29,1,9,120,3,12,1,15,5,305,346,2128
JHARKHAND,RAMGARH,210,75,7,118,0,118,158,120,38,90,23,144,171,1503,381,1122,448,84,214,5,22,636,47,50,4,128,1,458,1740,6336
NAGALAND,LONGLENG,3,9,2,1,0,1,2,1,1,0,0,1,2,16,0,16,1,0,3,0,0,3,0,0,0,0,0,0,41,84
PUNJAB,"AMRITSAR RURAL",180,188,10,68,0,68,146,110,36,5,23,20,275,479,103,376,0,31,520,22,25,741,21,45,8,172,0,480,1108,4567
"A & N ISLANDS","A and N ISLANDS",15,19,1,3,0,3,12,9,3,5,0,9,90,112,8,104,17,7,23,1,11,99,1,21,2,18,0,4,337,807
"DELHI UT",OUTER,531,355,73,410,0,410,2653,1598,1055,28,31,353,1453,11625,7787,3838,35,181,849,4,33,1382,141,417,53,1107,0,234,11905,33853
GUJARAT,TAPI,79,13,7,20,0,20,13,12,1,5,0,16,92,332,147,185,36,47,18,16,13,528,0,21,0,56,0,571,1557,3440
"JAMMU & KASHMIR",BANDIPORA,32,32,4,16,0,16,249,237,12,0,0,14,169,280,19,261,387,3,29,1,34,5,0,348,37,3,0,0,963,2606
"JAMMU & KASHMIR",KISHTWAR,35,98,3,20,0,20,109,106,3,1,0,2,89,119,4,115,2,15,38,3,25,8,0,42,8,42,0,10,1081,1750
"JAMMU & KASHMIR",SAMBA,38,82,1,24,0,24,41,40,1,0,0,1,143,213,71,142,110,5,45,1,16,18,5,34,34,23,0,4,2659,3497
"JAMMU & KASHMIR",SHOPIAN,28,118,0,31,0,31,180,176,4,2,0,29,154,503,47,456,264,17,45,5,44,14,0,299,32,2,0,35,776,2578
KARNATAKA,CBPURA,228,210,37,55,0,55,119,85,34,19,4,117,620,1329,394,935,1087,29,317,9,0,1856,44,225,4,229,0,8,4791,11337
KARNATAKA,RAMANAGAR,399,312,11,78,0,78,190,143,47,65,21,357,1214,2382,1131,1251,1277,28,298,18,185,2980,87,398,0,319,0,0,11152,21771
"MADHYA PRADESH",ALIRAJPUR,319,208,2,145,0,145,63,61,2,6,1,44,191,356,146,210,85,6,20,0,59,1402,3,136,2,28,0,362,3011,6449
"MADHYA PRADESH",SINGRAULI,174,73,18,206,0,206,114,107,7,19,2,46,520,684,164,520,156,18,47,0,32,1610,79,474,12,306,0,595,5628,10813
MANIPUR,CID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,1,9
ODISHA,"DCP BBSR",205,289,5,202,0,202,244,183,61,60,49,414,1377,5925,3278,2647,283,58,731,15,56,3699,95,274,51,248,0,858,6096,21234
ODISHA,"DCP CTC",117,96,75,96,0,96,149,132,17,52,36,300,621,2784,1416,1368,149,32,267,0,17,126,41,114,12,439,0,675,5013,11211
PUNJAB,"LUDHIANA RURAL",85,98,16,49,0,49,90,59,31,1,26,11,231,458,161,297,0,32,283,7,0,445,12,16,8,115,0,344,1118,3445
PUNJAB,"SBS NAGAR",102,79,13,72,0,72,55,36,19,7,12,87,333,446,136,310,0,21,372,8,8,815,14,27,4,128,0,448,757,3808
RAJASTHAN,PRATAPGARH,150,133,4,399,0,399,343,322,21,1,1,32,250,570,175,395,175,20,529,3,67,2402,20,314,0,979,0,346,3634,10372
"TAMIL NADU",CHENNAISUBURBAN,232,331,1,96,0,96,87,58,29,7,3,190,903,2152,437,1715,213,18,524,17,16,1874,66,154,194,157,0,1759,10410,19404
"UTTAR PRADESH","KANSHIRAM NAGAR",239,241,59,84,0,84,255,197,58,4,0,44,117,460,217,243,152,77,169,3,39,469,133,145,10,132,0,449,1522,4803
"DELHI UT",CAW,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,789,0,0,1,796
"DELHI UT","CRIME BRANCH",4,20,0,4,0,4,4,1,3,0,0,1,0,17,0,17,0,0,218,21,0,0,0,0,0,0,0,0,104,393
"DELHI UT",EOW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,672,0,0,0,0,1,3,0,0,0,90,783
"DELHI UT",SOUTH-EAST,269,193,34,391,0,391,1885,1089,796,8,67,286,886,12477,8165,4312,40,240,937,25,28,1190,76,539,140,510,0,1338,9635,31194
PUDUCHERRY,PUDUCHERRY,146,109,44,24,0,24,75,55,20,29,42,46,289,3006,2144,862,549,46,278,19,53,3252,4,140,62,40,0,977,9175,18405
"ARUNACHAL PRADESH",ANJAW,3,1,0,1,0,1,1,1,0,0,0,0,11,12,0,12,1,1,1,0,0,19,0,0,0,2,0,12,20,85
"HIMACHAL PRADESH",BADDIPOLICEDIST,32,16,0,27,0,27,39,30,9,1,0,4,139,181,100,81,102,62,34,0,6,583,1,25,1,38,0,199,423,1913
"HIMACHAL PRADESH",CID,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,12,14
"JAMMU & KASHMIR","RAILWAYS KMR",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,10
"TAMIL NADU",TIRUPPUR,228,178,0,39,0,39,225,167,58,27,2,423,993,3086,1405,1681,234,62,534,14,28,2013,25,164,8,257,0,2882,12839,24261
"ANDHRA PRADESH","GUNTUR URBAN",150,109,5,69,0,69,100,65,35,6,0,62,416,2497,949,1548,23,63,803,14,33,2398,28,218,248,1327,0,690,2569,11828
"ANDHRA PRADESH",RAJAHMUNDRY,65,101,4,38,0,38,75,45,30,4,0,27,354,1095,254,841,12,95,244,7,12,2104,10,140,108,468,0,484,841,6288
"ANDHRA PRADESH","TIRUPATHI URBAN",112,94,3,32,0,32,72,30,42,4,0,40,487,2105,767,1338,84,19,567,7,21,2077,16,99,43,293,0,649,1340,8164
"ANDHRA PRADESH","WARANGAL URBAN",108,43,7,82,0,82,124,82,42,3,0,41,475,1081,213,868,200,11,718,3,55,2136,47,199,153,742,0,701,2967,9896
"ARUNACHAL PRADESH",RURAL,9,6,0,11,0,11,11,9,2,4,0,4,24,31,11,20,5,7,15,0,7,66,0,17,0,4,0,7,70,298
GUJARAT,"CID CRIME",5,0,0,2,0,2,0,0,0,0,0,0,0,2,0,2,0,19,23,0,0,0,0,0,0,0,0,0,3,54
"JAMMU & KASHMIR","CRIME KASHMIR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0,32
"JAMMU & KASHMIR",SOPORE,50,151,2,20,0,20,114,106,8,2,0,16,219,424,37,387,163,8,19,3,28,3,0,172,31,14,0,0,513,1952
KARNATAKA,YADGIRI,74,109,0,23,0,23,68,20,48,6,0,15,165,204,89,115,567,3,88,3,38,983,5,231,12,175,0,267,1584,4620
PUNJAB,"CP AMRITSAR",127,226,9,71,0,71,146,122,24,5,48,46,358,1063,395,668,0,45,802,18,14,440,19,31,5,293,0,218,1620,5604
PUNJAB,"CP JALANDHAR",72,136,21,70,0,70,141,109,32,7,18,60,517,1425,641,784,0,39,673,8,21,506,15,63,10,263,0,266,1455,5786
PUNJAB,"CP LUDHIANA",245,253,37,172,0,172,369,283,86,11,37,64,628,1885,950,935,0,118,1086,9,18,682,33,84,37,363,0,753,3257,10141
PUNJAB,"JALANDHAR RURAL",95,122,10,68,0,68,71,59,12,22,21,64,305,418,127,291,0,11,302,3,26,578,7,58,7,115,0,335,805,3443
RAJASTHAN,"G.R.P. AJMER",6,3,0,0,0,0,1,0,1,1,0,5,2,386,23,363,2,0,3,0,0,0,3,1,0,0,0,1,203,617
RAJASTHAN,"G.R.P. JODHPUR",2,1,0,2,0,2,0,0,0,0,0,2,0,91,13,78,3,0,0,0,0,1,0,1,2,0,0,0,44,149
TRIPURA,G.R.P.,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,6
"UTTAR PRADESH","CSM NAGAR",95,119,39,76,0,76,283,263,20,1,3,36,142,329,146,183,150,57,110,3,5,599,42,109,0,118,0,328,1367,4011
"UTTAR PRADESH","RAMABAI NAGAR",124,74,44,51,0,51,256,237,19,9,0,35,60,309,122,187,93,116,190,9,16,741,79,105,0,230,0,717,2422,5680
CHHATTISGARH,GARIYABAND,41,27,2,40,0,40,10,3,7,5,0,7,87,113,35,78,24,2,18,0,15,534,6,58,6,14,0,80,429,1518
GUJARAT,"KUTCH (EAST(G))",54,26,0,25,0,25,49,40,9,6,2,40,194,512,237,275,58,36,56,4,12,520,3,25,1,325,0,5,3703,5656
GUJARAT,"KUTCH (WEST-BHUJ)",48,17,2,23,0,23,33,32,1,4,0,12,179,380,192,188,96,47,26,4,8,350,0,32,0,235,0,9,2220,3725
GUJARAT,"W.RLY AHMEDABAD",10,3,0,1,0,1,4,3,1,0,0,13,16,426,41,385,13,5,12,0,0,61,0,8,0,2,0,3,92,669
GUJARAT,"W.RLY VADODARA",10,1,1,0,0,0,4,3,1,5,3,12,4,944,72,872,1,9,52,0,0,84,0,3,0,1,0,5,105,1244
"JAMMU & KASHMIR","RAILWAYS JAMMU",0,3,0,0,0,0,0,0,0,0,0,0,0,6,1,5,0,0,3,0,1,0,0,0,1,0,0,2,13,29
"JAMMU & KASHMIR","RAILWAYS KASHMIR",0,0,0,0,0,0,1,1,0,0,0,0,1,18,0,18,3,0,2,0,0,0,0,0,1,0,0,0,17,43
KARNATAKA,"MANGALORE CITY",50,38,0,28,0,28,24,8,16,1,3,99,247,471,265,206,213,2,222,13,16,410,1,56,3,91,3,33,3276,5300
KERALA,"KOLLAM COMMR.",35,82,9,97,0,97,42,38,4,7,48,78,237,439,188,251,895,22,176,6,32,2148,5,363,60,655,0,1,7994,13431
KERALA,"KOLLAM RURAL",59,53,8,95,0,95,27,24,3,3,14,54,267,329,75,254,929,16,235,11,44,2909,1,525,28,624,0,14,6272,12517
KERALA,"THRISSUR COMMR.",17,31,18,63,0,63,25,19,6,8,14,56,130,308,112,196,805,20,1044,2,17,699,0,211,60,277,0,6,7311,11122
KERALA,"THRISSUR RURAL",42,90,24,115,0,115,24,21,3,9,19,74,316,453,109,344,1185,32,820,7,65,1726,3,481,64,810,0,14,18516,24889
PUNJAB,FAZILKA,59,51,6,53,0,53,65,43,22,0,8,2,120,233,96,137,0,12,175,5,0,351,5,6,0,65,0,111,475,1802
PUNJAB,PATHANKOT,23,15,4,23,0,23,28,23,5,1,0,4,55,93,43,50,0,13,70,1,1,82,12,4,0,46,0,128,410,1013
RAJASTHAN,G.R.P.AJMER,10,8,0,6,0,6,14,11,3,1,0,7,1,1111,41,1070,6,7,10,1,0,9,1,22,0,0,0,3,236,1453
RAJASTHAN,G.R.P.JODHPUR,6,1,0,1,0,1,3,1,2,0,0,1,1,168,14,154,2,1,0,0,1,1,1,9,0,0,0,5,85,286
RAJASTHAN,"JAIPUR WEST",53,39,2,61,0,61,157,132,25,1,4,88,582,2075,1377,698,14,258,1804,1,14,467,10,43,0,465,0,549,3592,10279
TRIPURA,GRP,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,1,0,2,0,0,3,0,0,0,0,0,0,5,21
"UTTAR PRADESH","BHIM NAGAR",149,186,37,57,0,57,207,196,11,26,4,91,156,475,188,287,135,68,79,1,2,152,56,73,0,125,0,179,1393,3651
"UTTAR PRADESH","PANCHSHIL NAGAR",117,140,24,33,0,33,165,129,36,5,1,93,91,719,439,280,107,57,225,2,3,57,32,47,0,128,0,368,1410,3824
